pick_up_date,forwarders,warehouse_location,consignees,destination,number_of_packages,weight,quantity,value_of_package,number_of_pallets_per_day,trucking,trucking_billing
2023-04-12,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,56,208.93,833700,77986.56,4,6 WHEELER TRUCK - FORWARD,150
2023-04-12,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,3,2.38,9000,1065.15,4,6 WHEELER TRUCK - FORWARD,14
2023-04-12,Forwarder Quebec,PARANAQUE,Consignee Tango,KOREA,4,7.34,37500,3579,4,6 WHEELER TRUCK - FORWARD,14
2023-04-12,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,2,2.4,10500,2137.8,4,6 WHEELER TRUCK - FORWARD,14
2023-04-12,Forwarder Beta,PARANAQUE,Consignee Beta,TAIWAN,1,1.08,4500,931.95,4,6 WHEELER TRUCK - FORWARD,150
2023-04-12,Forwarder Romeo,PARANAQUE,Consignee Hotel,HONG KONG,15,45.8,304500,24612.9,4,6 WHEELER TRUCK - FORWARD,14
2023-04-12,Forwarder Quebec,PARANAQUE,Consignee Oscar,KOREA,5,43.81,310500,16984.35,4,6 WHEELER TRUCK - FORWARD,14
2023-04-12,Forwarder Quebec,PARANAQUE,Consignee Romeo,KOREA,10,50.86,348000,30222.45,4,6 WHEELER TRUCK - FORWARD,14
2023-04-12,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,2,3.54,6800,3178.88,4,6 WHEELER TRUCK - FORWARD,14
2023-04-12,Forwarder Quebec,PARANAQUE,Consignee Quebec,CHINA,1,2.68,12000,829.2,4,6 WHEELER TRUCK - FORWARD,14
2023-04-12,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,9,87.11,405000,139891.8,4,6 WHEELER TRUCK - FORWARD,14
2023-04-12,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,31,95.66,332500,62509.55,4,6 WHEELER TRUCK - FORWARD,14
2023-04-12,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,3,5.28,24000,3930.3,4,6 WHEELER TRUCK - FORWARD,14
2023-04-12,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,34,153.77,790500,137026.2,4,6 WHEELER TRUCK - FORWARD,14
2023-04-12,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,24,25.38,106500,18110.1,4,6 WHEELER TRUCK - FORWARD,14
2023-04-12,Forwarder Victor,PARANAQUE,Consignee Foxtrot,GERMANY,15,94.5,197900,47181.91,4,6 WHEELER TRUCK - FORWARD,14
2023-04-12,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,6,19.31,93000,7398,4,6 WHEELER TRUCK - FORWARD,14
2023-04-12,Forwarder Charlie,PARANAQUE,Consignee Mike,HONG KONG,3,15.35,73500,21469.35,4,6 WHEELER TRUCK - FORWARD,14
2023-04-13,Forwarder Quebec,PARANAQUE,Consignee Romeo,KOREA,1,7.83,45000,3348,2,6 WHEELER TRUCK - FORWARD,14
2023-04-13,Forwarder Beta,PARANAQUE,Consignee Beta,TAIWAN,1,0.84,3000,1317,2,6 WHEELER TRUCK - FORWARD,150
2023-04-13,Forwarder Uniform,LAS PINAS,Consignee Uniform,KOREA,26,41.66,190500,16717.5,2,6 WHEELER TRUCK - FORWARD,150
2023-04-13,Forwarder Uniform,LAS PINAS,Consignee November,KOREA,1,4,21000,3297,2,6 WHEELER TRUCK - FORWARD,150
2023-04-13,Forwarder Romeo,PARANAQUE,Consignee Hotel,HONG KONG,2,13.07,60000,24438,2,6 WHEELER TRUCK - FORWARD,14
2023-04-13,Forwarder Charlie,PARANAQUE,Consignee Mike,HONG KONG,2,9.89,46500,13582.65,2,6 WHEELER TRUCK - FORWARD,14
2023-04-13,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,1,8.76,40500,14142.6,2,6 WHEELER TRUCK - FORWARD,14
2023-04-13,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,1,1.12,4500,1983.6,2,6 WHEELER TRUCK - FORWARD,14
2023-04-13,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,1,8.26,3000,2215.5,2,6 WHEELER TRUCK - FORWARD,14
2023-04-13,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,7,25.45,150000,20245.2,2,6 WHEELER TRUCK - FORWARD,14
2023-04-13,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,1,0.44,1500,409.35,2,6 WHEELER TRUCK - FORWARD,14
2023-04-13,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,13,28.7,130500,45940.65,2,6 WHEELER TRUCK - FORWARD,14
2023-04-13,Forwarder Alpha,PARANAQUE,Consignee India,KOREA,3,10.5,51000,5625.3,2,6 WHEELER TRUCK - FORWARD,14
2023-04-13,Forwarder Quebec,PARANAQUE,Consignee Tango,KOREA,2,1.49,4500,412.95,2,6 WHEELER TRUCK - FORWARD,14
2023-04-13,Forwarder Quebec,PARANAQUE,Consignee Quebec,CHINA,1,0.46,1500,103.65,2,6 WHEELER TRUCK - FORWARD,14
2023-04-14,Forwarder India,MANILA,Consignee Lima,HONG KONG,1,0.74,3000,521.7,2,6 WHEELER TRUCK - FORWARD,150
2023-04-14,Forwarder Beta,PARANAQUE,Consignee Beta,TAIWAN,2,2.49,10500,4609.5,2,6 WHEELER TRUCK - FORWARD,150
2023-04-14,Forwarder Romeo,PARANAQUE,Consignee Hotel,HONG KONG,8,25.84,126000,14980.35,2,6 WHEELER TRUCK - FORWARD,14
2023-04-14,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,16,37.33,71800,17664.99,2,6 WHEELER TRUCK - FORWARD,14
2023-04-14,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,4,3.78,18000,6087,2,6 WHEELER TRUCK - FORWARD,14
2023-04-14,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,5,40.52,60000,10126.2,2,6 WHEELER TRUCK - FORWARD,150
2023-04-14,Forwarder Whiskey,PARANAQUE,Consignee Kappa,HONG KONG,6,83.09,396000,100742.4,2,6 WHEELER TRUCK - FORWARD,14
2023-04-14,Forwarder Zulu,PARANAQUE,Consignee Whiskey,KOREA,3,24.77,121500,14763.75,2,6 WHEELER TRUCK - FORWARD,14
2023-04-14,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,7,14.54,69000,5813.4,2,6 WHEELER TRUCK - FORWARD,14
2023-04-14,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,9,23.24,88000,19273.3,2,6 WHEELER TRUCK - FORWARD,14
2023-04-14,Forwarder Whiskey,PARANAQUE,Consignee Alpha,HONG KONG,6,58.15,93000,13169.4,2,6 WHEELER TRUCK - FORWARD,14
2023-04-14,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,7,27.8,130500,23757.75,2,6 WHEELER TRUCK - FORWARD,14
2023-04-14,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,12,36.01,96500,18080.2,2,6 WHEELER TRUCK - FORWARD,14
2023-04-14,Forwarder Zulu,PARANAQUE,Consignee Whiskey,KOREA,2,1.81,7500,995.55,2,6 WHEELER TRUCK - FORWARD,14
2023-04-14,Forwarder Alpha,PARANAQUE,Consignee India,KOREA,5,67.94,340500,39668.25,2,6 WHEELER TRUCK - FORWARD,14
2023-04-15,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,2,5.49,27000,2313,1,6 WHEELER TRUCK - FORWARD,14
2023-04-15,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,1,0.54,3000,247.2,1,6 WHEELER TRUCK - FORWARD,14
2023-04-15,Forwarder Alpha,PARANAQUE,Consignee India,KOREA,1,4.3,21000,2446.5,1,6 WHEELER TRUCK - FORWARD,14
2023-04-15,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,3,3.07,13500,3144,1,6 WHEELER TRUCK - FORWARD,14
2023-04-15,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,8,63.9,292500,98731.95,1,6 WHEELER TRUCK - FORWARD,14
2023-04-15,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,1,0.36,1500,170.1,1,6 WHEELER TRUCK - FORWARD,14
2023-04-15,Forwarder Romeo,PARANAQUE,Consignee Hotel,HONG KONG,7,23.43,108000,18392.4,1,6 WHEELER TRUCK - FORWARD,14
2023-04-15,Forwarder Beta,PARANAQUE,Consignee Beta,TAIWAN,10,125.71,48800,33237.68,1,6 WHEELER TRUCK - FORWARD,150
2023-04-15,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,6,34.37,232500,18977.25,1,6 WHEELER TRUCK - FORWARD,14
2023-04-15,Forwarder Golf,TAGUIG,Consignee Juliett,HONG KONG,27,69.86,327000,83475.3,1,6 WHEELER TRUCK - FORWARD,130
2023-04-15,Forwarder Zulu,PARANAQUE,Consignee Whiskey,KOREA,3,36.84,187500,21843.75,1,6 WHEELER TRUCK - FORWARD,14
2023-04-15,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,21,120.73,492600,65929.08,1,6 WHEELER TRUCK - FORWARD,150
2023-04-15,Forwarder Charlie,PARANAQUE,Consignee Mike,HONG KONG,1,3.88,18000,5257.8,1,6 WHEELER TRUCK - FORWARD,14
2023-04-17,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,33,191.71,476600,58611.34,3,6 WHEELER TRUCK - FORWARD,150
2023-04-17,Forwarder Epsilon,PARANAQUE,Consignee Charlie,SINGAPORE,4,57.69,22400,15256.64,3,6 WHEELER TRUCK - FORWARD,14
2023-04-17,Forwarder Quebec,PARANAQUE,Consignee Oscar,KOREA,1,3.65,24000,1312.8,3,6 WHEELER TRUCK - FORWARD,14
2023-04-17,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,9,6.58,25500,11194.5,3,6 WHEELER TRUCK - FORWARD,14
2023-04-17,Forwarder Alpha,PARANAQUE,Consignee India,KOREA,77,1069.42,763200,96896.16,3,6 WHEELER TRUCK - FORWARD,150
2023-04-17,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,2,3.08,15000,1101,3,6 WHEELER TRUCK - FORWARD,150
2023-04-17,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,1,7.86,40500,3207.6,3,6 WHEELER TRUCK - FORWARD,14
2023-04-17,Forwarder Uniform,LAS PINAS,Consignee November,KOREA,1,0.74,3000,471,3,6 WHEELER TRUCK - FORWARD,150
2023-04-17,Forwarder Uniform,LAS PINAS,Consignee Oscar,KOREA,1,3.96,18000,2817,3,6 WHEELER TRUCK - FORWARD,150
2023-04-17,Forwarder Uniform,LAS PINAS,Consignee November,KOREA,5,13.24,63000,8430.15,3,6 WHEELER TRUCK - FORWARD,150
2023-04-17,Forwarder Quebec,PARANAQUE,Consignee Romeo,KOREA,5,16.14,109500,9895.5,3,6 WHEELER TRUCK - FORWARD,14
2023-04-18,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,22,108.59,627000,58644.15,3,6 WHEELER TRUCK - FORWARD,14
2023-04-18,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,4,4.8,27000,5228.1,3,6 WHEELER TRUCK - FORWARD,14
2023-04-18,Forwarder Romeo,PARANAQUE,Consignee Hotel,HONG KONG,13,65.73,334500,75768.6,3,6 WHEELER TRUCK - FORWARD,14
2023-04-18,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,19,72.07,102500,46087.85,3,6 WHEELER TRUCK - FORWARD,14
2023-04-18,Forwarder Zulu,PARANAQUE,Consignee Whiskey,KOREA,5,44.56,222000,25863,3,6 WHEELER TRUCK - FORWARD,14
2023-04-18,Forwarder Beta,PARANAQUE,Consignee Beta,TAIWAN,2,7.99,36000,15804,3,6 WHEELER TRUCK - FORWARD,150
2023-04-18,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,17,43.26,163500,49152.45,3,6 WHEELER TRUCK - FORWARD,14
2023-04-18,Forwarder Alpha,PARANAQUE,Consignee India,KOREA,8,99.41,495000,57667.5,3,6 WHEELER TRUCK - FORWARD,14
2023-04-18,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,2,1.1,4500,721.8,3,6 WHEELER TRUCK - FORWARD,14
2023-04-18,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,14,39.14,80500,17509.75,3,6 WHEELER TRUCK - FORWARD,14
2023-04-18,Forwarder Uniform,LAS PINAS,Consignee November,JAPAN,3,29.74,145500,22770.75,3,6 WHEELER TRUCK - FORWARD,150
2023-04-18,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,13,90.48,483000,48221.85,3,6 WHEELER TRUCK - FORWARD,14
2023-04-18,Forwarder Charlie,PARANAQUE,Consignee Mike,HONG KONG,3,21.7,105000,31306.5,3,6 WHEELER TRUCK - FORWARD,14
2023-04-18,Forwarder Victor,PARANAQUE,Consignee Foxtrot,GERMANY,11,31.98,150000,33537.6,3,6 WHEELER TRUCK - FORWARD,14
2023-04-19,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,26,170.49,856500,112962,5,6 WHEELER TRUCK - FORWARD,14
2023-04-19,Forwarder Alpha,PARANAQUE,Consignee India,KOREA,5,58.79,295500,34304.85,5,6 WHEELER TRUCK - FORWARD,14
2023-04-19,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,13,92.07,148800,50170.56,5,6 WHEELER TRUCK - FORWARD,14
2023-04-19,Forwarder Zulu,PARANAQUE,Consignee Whiskey,KOREA,11,42.67,204000,37780.65,5,6 WHEELER TRUCK - FORWARD,14
2023-04-19,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,22,73.16,357000,54381.15,5,6 WHEELER TRUCK - FORWARD,150
2023-04-19,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,30,117.86,348500,44102.15,5,6 WHEELER TRUCK - FORWARD,14
2023-04-19,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,3,21.88,7000,3751.3,5,6 WHEELER TRUCK - FORWARD,14
2023-04-19,Forwarder Romeo,PARANAQUE,Consignee Hotel,HONG KONG,11,49.86,231800,42903.57,5,6 WHEELER TRUCK - FORWARD,14
2023-04-19,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,6,33.65,68100,10869.48,5,6 WHEELER TRUCK - FORWARD,14
2023-04-19,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,4,11.15,48000,19380.45,5,6 WHEELER TRUCK - FORWARD,14
2023-04-19,Forwarder Victor,PARANAQUE,Consignee Foxtrot,GERMANY,21,103.33,441400,58809.17,5,6 WHEELER TRUCK - FORWARD,14
2023-04-19,Forwarder Quebec,PARANAQUE,Consignee Romeo,KOREA,3,11.96,64500,4978.8,5,6 WHEELER TRUCK - FORWARD,14
2023-04-19,Forwarder Beta,PARANAQUE,Consignee Beta,TAIWAN,15,71.49,200200,88335.07,5,6 WHEELER TRUCK - FORWARD,150
2023-04-20,Forwarder Golf,TAGUIG,Consignee Juliett,HONG KONG,33,200.06,990000,274908,3,6 WHEELER TRUCK - FORWARD,130
2023-04-20,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,4,3.12,13500,1863.9,3,6 WHEELER TRUCK - FORWARD,14
2023-04-20,Forwarder Alpha,PARANAQUE,Consignee India,KOREA,4,55.41,22400,2914.24,3,6 WHEELER TRUCK - FORWARD,14
2023-04-20,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,3,31.2,10000,3215,3,6 WHEELER TRUCK - FORWARD,14
2023-04-20,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,4,19.02,93000,15441.9,3,6 WHEELER TRUCK - FORWARD,14
2023-04-20,Forwarder Uniform,LAS PINAS,Consignee November,KOREA,3,29.74,145500,22770.75,3,6 WHEELER TRUCK - FORWARD,150
2023-04-20,Forwarder Romeo,PARANAQUE,Consignee Hotel,HONG KONG,4,33.59,22000,7297.8,3,6 WHEELER TRUCK - FORWARD,14
2023-04-20,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,4,47.68,19200,9310.08,3,6 WHEELER TRUCK - FORWARD,14
2023-04-20,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,22,73.16,357000,54381.15,3,6 WHEELER TRUCK - FORWARD,150
2023-04-20,Forwarder Zulu,PARANAQUE,Consignee Whiskey,KOREA,3,14.09,67500,15261.75,3,6 WHEELER TRUCK - FORWARD,14
2023-04-20,Forwarder Quebec,PARANAQUE,Consignee Romeo,KOREA,3,11.96,64500,4978.8,3,6 WHEELER TRUCK - FORWARD,150
2023-04-21,Forwarder Beta,PARANAQUE,Consignee Beta,TAIWAN,3,10.66,45000,19755,1,6 WHEELER TRUCK - FORWARD,150
2023-04-21,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,1,0.7,3000,238.8,1,6 WHEELER TRUCK - FORWARD,14
2023-04-21,Forwarder Alpha,PARANAQUE,Consignee India,KOREA,2,7.37,36000,3970.8,1,6 WHEELER TRUCK - FORWARD,14
2023-04-21,Forwarder Uniform,LAS PINAS,Consignee November,KOREA,3,11.96,57000,8925,1,6 WHEELER TRUCK - FORWARD,150
2023-04-21,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,2,21.64,111000,7714.5,1,6 WHEELER TRUCK - FORWARD,14
2023-04-21,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,3,16.32,81000,7755.9,1,6 WHEELER TRUCK - FORWARD,150
2023-04-21,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,2,7.37,33000,14645.7,1,6 WHEELER TRUCK - FORWARD,14
2023-04-21,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,3,7.61,31500,13405.65,1,6 WHEELER TRUCK - FORWARD,14
2023-04-22,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,8,61.79,188100,30781.83,1,6 WHEELER TRUCK - FORWARD,150
2023-04-22,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,1,6.21,2400,1163.76,1,6 WHEELER TRUCK - FORWARD,150
2023-04-22,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,1,12.27,4800,2693.28,1,6 WHEELER TRUCK - FORWARD,14
2023-04-22,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,9,37.03,193700,19524.06,1,6 WHEELER TRUCK - FORWARD,14
2023-04-22,Forwarder Romeo,PARANAQUE,Consignee Hotel,HONG KONG,3,4.41,19500,2468.55,1,6 WHEELER TRUCK - FORWARD,14
2023-04-22,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,4,5.37,25500,4746.9,1,6 WHEELER TRUCK - FORWARD,150
2023-04-22,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,8,101.75,40000,24852,1,6 WHEELER TRUCK - FORWARD,150
2023-04-22,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,7,45.86,92500,16076.6,1,6 WHEELER TRUCK - FORWARD,150
2023-04-22,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,9,76.95,405000,34076.25,1,6 WHEELER TRUCK - FORWARD,14
2023-04-24,Forwarder Alpha,PARANAQUE,Consignee India,KOREA,1,7.94,39000,4301.7,1,6 WHEELER TRUCK - FORWARD,150
2023-04-24,Forwarder Epsilon,PARANAQUE,Consignee Charlie,MALAYSIA,5,42.56,22000,11564.2,1,6 WHEELER TRUCK - FORWARD,14
2023-04-24,Forwarder Uniform,LAS PINAS,Consignee November,KOREA,8,63.25,304500,47842.8,1,4 WHEELER TRUCK - ELF,85
2023-04-24,Forwarder Uniform,LAS PINAS,Consignee November,KOREA,1,6.57,10000,1871,1,6 WHEELER TRUCK - FORWARD,150
2023-04-24,Forwarder Quebec,PARANAQUE,Consignee Romeo,KOREA,2,9.51,64500,5522.7,1,6 WHEELER TRUCK - FORWARD,14
2023-04-25,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,21,119.05,601500,69232.8,7,6 WHEELER TRUCK - FORWARD,14
2023-04-25,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,10,31.63,210000,21163.65,7,6 WHEELER TRUCK - FORWARD,14
2023-04-25,Forwarder Romeo,PARANAQUE,Consignee Hotel,HONG KONG,18,110.03,537000,117212.7,7,6 WHEELER TRUCK - FORWARD,14
2023-04-25,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,5,10.57,30100,4005.78,7,6 WHEELER TRUCK - FORWARD,14
2023-04-25,Forwarder Quebec,PARANAQUE,Consignee Oscar,KOREA,1,3.51,24000,1312.8,7,6 WHEELER TRUCK - FORWARD,14
2023-04-25,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,20,67.41,340500,39178.35,7,6 WHEELER TRUCK - FORWARD,14
2023-04-25,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,1,3.52,15000,5238,7,6 WHEELER TRUCK - FORWARD,14
2023-04-25,Forwarder Zulu,PARANAQUE,Consignee Whiskey,KOREA,4,12.16,58500,8884.35,7,6 WHEELER TRUCK - FORWARD,14
2023-04-25,Forwarder Alpha,PARANAQUE,Consignee India,KOREA,75,1020.79,671000,85933.1,7,6 WHEELER TRUCK - FORWARD,150
2023-04-25,Forwarder Charlie,PARANAQUE,Consignee November,KOREA,4,9.65,46500,11197.95,7,6 WHEELER TRUCK - FORWARD,14
2023-04-25,Forwarder Bravo,PARANAQUE,Consignee Yankee,HONG KONG,4,3.63,16500,1956.9,7,6 WHEELER TRUCK - FORWARD,14
2023-04-25,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,6,38.98,180000,79344,7,6 WHEELER TRUCK - FORWARD,14
2023-04-25,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,10,38.86,190500,45127.65,7,6 WHEELER TRUCK - FORWARD,14
2023-04-25,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,41,72.34,364500,41883.6,7,6 WHEELER TRUCK - FORWARD,150
2023-04-26,Forwarder Alpha,PARANAQUE,Consignee India,KOREA,17,160.34,805500,92548.05,1,6 WHEELER TRUCK - FORWARD,150
2023-04-26,Forwarder Charlie,PARANAQUE,Consignee Mike,HONG KONG,2,7.48,36000,10515.6,1,6 WHEELER TRUCK - FORWARD,14
2023-04-26,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,5,37.39,181500,40525.5,1,6 WHEELER TRUCK - FORWARD,14
2023-04-26,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,2,4.6,27000,3015.15,1,6 WHEELER TRUCK - FORWARD,14
2023-04-26,Forwarder Quebec,PARANAQUE,Consignee Romeo,KOREA,1,0.33,1500,135.15,1,6 WHEELER TRUCK - FORWARD,14
2023-04-26,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,3,3.64,24000,4728,1,6 WHEELER TRUCK - FORWARD,14
2023-04-26,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,9,35.89,173500,21706.5,1,6 WHEELER TRUCK - FORWARD,14
2023-04-26,Forwarder Romeo,PARANAQUE,Consignee Hotel,HONG KONG,5,27.13,135000,19495.65,1,6 WHEELER TRUCK - FORWARD,14
2023-04-26,Forwarder Zulu,PARANAQUE,Consignee Whiskey,KOREA,4,37.74,190500,22193.25,1,6 WHEELER TRUCK - FORWARD,14
2023-04-26,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,8,24.47,118500,13037.85,1,6 WHEELER TRUCK - FORWARD,150
2023-04-26,Forwarder India,MANILA,Consignee Lima,HONG KONG,1,9.7,15000,2812.5,1,6 WHEELER TRUCK - FORWARD,150
2023-04-26,Forwarder India,MANILA,Consignee Lima,HONG KONG,1,3.2,15000,1330.5,1,6 WHEELER TRUCK - FORWARD,150
2023-04-26,Forwarder Bravo,PARANAQUE,Consignee Yankee,HONG KONG,1,1.33,9000,788.4,1,6 WHEELER TRUCK - FORWARD,14
2023-04-27,Forwarder Uniform,LAS PINAS,Consignee November,KOREA,6,59.65,292500,45505.95,3,6 WHEELER TRUCK - FORWARD,150
2023-04-27,Forwarder Zulu,PARANAQUE,Consignee Whiskey,KOREA,2,18.4,91500,10092.45,3,6 WHEELER TRUCK - FORWARD,150
2023-04-27,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,1,8.79,42000,9130.8,3,6 WHEELER TRUCK - FORWARD,14
2023-04-27,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,1,11.76,61500,4870.8,3,6 WHEELER TRUCK - FORWARD,14
2023-04-27,Forwarder Victor,PARANAQUE,Consignee Foxtrot,GERMANY,6,43.95,222000,31251.6,3,6 WHEELER TRUCK - FORWARD,14
2023-04-27,Forwarder Uniform,LAS PINAS,Consignee November,KOREA,1,0.44,1500,235.5,3,6 WHEELER TRUCK - FORWARD,150
2023-04-27,Forwarder Victor,PARANAQUE,Consignee Foxtrot,GERMANY,11,65.62,340500,43660.95,3,6 WHEELER TRUCK - FORWARD,14
2023-04-27,Forwarder Alpha,PARANAQUE,Consignee India,KOREA,3,40.77,208500,24290.25,3,6 WHEELER TRUCK - FORWARD,14
2023-04-27,Forwarder Quebec,PARANAQUE,Consignee Quebec,CHINA,1,0.96,4500,310.95,3,6 WHEELER TRUCK - FORWARD,14
2023-04-27,Forwarder Quebec,PARANAQUE,Consignee Oscar,KOREA,3,30.99,216000,11815.2,3,6 WHEELER TRUCK - FORWARD,14
2023-04-27,Forwarder Charlie,PARANAQUE,Consignee Mike,HONG KONG,3,10.96,54000,10971.6,3,6 WHEELER TRUCK - FORWARD,14
2023-04-27,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,14,40.75,271500,28256.55,3,6 WHEELER TRUCK - FORWARD,14
2023-04-27,Forwarder Romeo,PARANAQUE,Consignee Hotel,HONG KONG,3,1.57,7500,676.65,3,6 WHEELER TRUCK - FORWARD,14
2023-04-27,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,6,8.83,40500,12879.45,3,6 WHEELER TRUCK - FORWARD,14
2023-04-27,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,10,23.81,91000,20214.2,3,6 WHEELER TRUCK - FORWARD,14
2023-04-27,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,11,153.9,60000,32278,3,6 WHEELER TRUCK - FORWARD,14
2023-04-28,Forwarder Uniform,LAS PINAS,Consignee November,KOREA,1,5.37,27000,3145.5,2,6 WHEELER TRUCK - FORWARD,150
2023-04-28,Forwarder Golf,TAGUIG,Consignee Juliett,HONG KONG,38,140.62,685500,156631.05,2,6 WHEELER TRUCK - FORWARD,130
2023-04-28,Forwarder Romeo,PARANAQUE,Consignee Hotel,HONG KONG,6,59.34,304500,22747.2,2,6 WHEELER TRUCK - FORWARD,14
2023-04-28,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,6,33.19,38900,10533.42,2,6 WHEELER TRUCK - FORWARD,14
2023-04-28,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,1,2.88,13500,1177.2,2,6 WHEELER TRUCK - FORWARD,150
2023-04-29,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,3,15.59,108000,12247.2,2,6 WHEELER TRUCK - FORWARD,14
2023-04-29,Forwarder Quebec,PARANAQUE,Consignee Tango,KOREA,2,14.44,73500,7254.45,2,6 WHEELER TRUCK - FORWARD,14
2023-04-29,Forwarder Romeo,PARANAQUE,Consignee Hotel,HONG KONG,13,105.58,520500,70458.9,2,6 WHEELER TRUCK - FORWARD,14
