pick_up_date,forwarders,warehouse_location,consignees,destination,number_of_packages,weight,quantity,value_of_package,number_of_pallets_per_day,trucking,trucking_billing
2023-10-03,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,8,74.58,522000,37845,5,6 WHEELER TRUCK - FORWARD,150
2023-10-03,Forwarder Golf,PARANAQUE,Consignee Gamma,HONG KONG,6,38.18,159900,17276.91,5,6 WHEELER TRUCK - FORWARD,14
2023-10-03,Forwarder Charlie,PARANAQUE,Consignee Mike,HONG KONG,3,40.72,16000,9569.6,5,6 WHEELER TRUCK - FORWARD,14
2023-10-03,Forwarder Golf,PARANAQUE,Consignee Beta,HONG KONG,2,7.02,33000,5250.9,5,6 WHEELER TRUCK - FORWARD,14
2023-10-03,Forwarder Zulu,PARANAQUE,Consignee Whiskey,KOREA,10,106.39,535500,80287.2,5,6 WHEELER TRUCK - FORWARD,14
2023-10-03,Forwarder Uniform,LAS PINAS,Consignee November,KOREA,16,186.05,924000,133105.5,5,6 WHEELER TRUCK - FORWARD,150
2023-10-03,Forwarder Alpha,PARANAQUE,Consignee India,KOREA,3,25.15,124500,12599.4,5,6 WHEELER TRUCK - FORWARD,14
2023-10-03,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,29,156.16,772500,54819.6,5,6 WHEELER TRUCK - FORWARD,150
2023-10-03,Forwarder Quebec,PARANAQUE,Consignee Tango,KOREA,1,5.38,37500,2816.25,5,6 WHEELER TRUCK - FORWARD,14
2023-10-03,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,24,248.94,1281000,151223.4,5,6 WHEELER TRUCK - FORWARD,14
2023-10-03,Forwarder Golf,PARANAQUE,Consignee Beta,HONG KONG,9,33.07,48600,14625.99,5,6 WHEELER TRUCK - FORWARD,14
2023-10-04,Forwarder Charlie,PARANAQUE,Consignee Mike,HONG KONG,3,13.32,64500,8888.1,1,6 WHEELER TRUCK - FORWARD,14
2023-10-04,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,11,116.09,592500,43803.15,1,6 WHEELER TRUCK - FORWARD,14
2023-10-04,Forwarder Quebec,PARANAQUE,Consignee Tango,KOREA,2,20.74,105000,10594.5,1,6 WHEELER TRUCK - FORWARD,14
2023-10-04,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,11,22.95,111000,8592.9,1,6 WHEELER TRUCK - FORWARD,150
2023-10-04,Forwarder Uniform,LAS PINAS,Consignee November,KOREA,9,103.88,41600,9197.76,1,6 WHEELER TRUCK - FORWARD,150
2023-10-04,Forwarder Golf,PARANAQUE,Consignee Beta,HONG KONG,8,59.64,280500,50352.75,1,6 WHEELER TRUCK - FORWARD,14
2023-10-04,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,1,0.53,3000,362.1,1,6 WHEELER TRUCK - FORWARD,150
2023-10-04,Forwarder Zulu,PARANAQUE,Consignee Whiskey,KOREA,1,0.72,3000,388.8,1,6 WHEELER TRUCK - FORWARD,14
2023-10-04,Forwarder Golf,PARANAQUE,Consignee Gamma,HONG KONG,12,72.09,337500,130811.1,1,6 WHEELER TRUCK - FORWARD,14
2023-10-04,Forwarder Whiskey,PARANAQUE,Consignee Alpha,HONG KONG,6,40.57,16100,6826.7,1,6 WHEELER TRUCK - FORWARD,14
2023-10-04,Forwarder Golf,PARANAQUE,Consignee Beta,HONG KONG,5,34.77,39800,12270.64,1,6 WHEELER TRUCK - FORWARD,14
2023-10-05,Forwarder Golf,PARANAQUE,Consignee Juliett,HONG KONG,22,305.16,120000,54564,4,6 WHEELER TRUCK - FORWARD,150
2023-10-05,Forwarder Victor,PARANAQUE,Consignee Foxtrot,GERMANY,12,66.69,96600,23367.59,4,6 WHEELER TRUCK - FORWARD,14
2023-10-05,Forwarder Zulu,PARANAQUE,Consignee Lima,HONG KONG,6,26.55,129000,18807.15,4,6 WHEELER TRUCK - FORWARD,14
2023-10-05,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,3,22.53,112500,9326.25,4,6 WHEELER TRUCK - FORWARD,150
2023-10-05,Forwarder Gamma,PARANAQUE,Consignee Hotel,USA,15,196.7,955000,63849.1,4,6 WHEELER TRUCK - FORWARD,14
2023-10-05,Forwarder Quebec,PARANAQUE,Consignee Oscar,KOREA,2,3.14,21000,1033.2,4,6 WHEELER TRUCK - FORWARD,14
2023-10-06,Forwarder Gamma,PARANAQUE,Consignee Hotel,USA,17,141.31,720000,55902.6,3,6 WHEELER TRUCK - FORWARD,14
2023-10-06,Forwarder Quebec,PARANAQUE,Consignee Oscar,KOREA,1,4.7,22500,2247.75,3,6 WHEELER TRUCK - FORWARD,14
2023-10-06,Forwarder Gamma,PARANAQUE,Consignee Hotel,USA,10,104.24,543000,36148.05,3,6 WHEELER TRUCK - FORWARD,14
2023-10-06,Forwarder Gamma,PARANAQUE,Consignee Hotel,USA,17,211.49,894200,68642.18,3,6 WHEELER TRUCK - FORWARD,14
2023-10-06,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,3,27.8,136500,9404.85,3,6 WHEELER TRUCK - FORWARD,150
2023-10-06,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,1,0.5,1500,744.6,3,6 WHEELER TRUCK - FORWARD,14
2023-10-06,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,1,0.46,1500,113.25,3,6 WHEELER TRUCK - FORWARD,14
2023-10-06,Forwarder Golf,PARANAQUE,Consignee Beta,HONG KONG,4,1.74,6000,1379.4,3,6 WHEELER TRUCK - FORWARD,14
2023-10-06,Forwarder Golf,PARANAQUE,Consignee Gamma,HONG KONG,9,32.68,147000,53177.55,3,6 WHEELER TRUCK - FORWARD,14
2023-10-06,Forwarder Golf,PARANAQUE,Consignee Beta,HONG KONG,13,44.88,195000,67489.5,3,6 WHEELER TRUCK - FORWARD,14
2023-10-06,Forwarder Charlie,PARANAQUE,Consignee Mike,HONG KONG,2,7.4,33000,5569.5,3,6 WHEELER TRUCK - FORWARD,150
2023-10-07,Forwarder Bravo,PARANAQUE,Consignee Yankee,HONG KONG,1,10.58,49500,11701.8,5,6 WHEELER TRUCK - FORWARD,14
2023-10-07,Forwarder Victor,PARANAQUE,Consignee Foxtrot,GERMANY,10,64.62,266000,42491.35,5,6 WHEELER TRUCK - FORWARD,14
2023-10-07,Forwarder Uniform,LAS PINAS,Consignee November,KOREA,16,222.56,88800,19633.68,5,6 WHEELER TRUCK - FORWARD,150
2023-10-07,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,1,0.56,3000,309.9,5,6 WHEELER TRUCK - FORWARD,14
2023-10-07,Forwarder Charlie,PARANAQUE,Consignee Mike,HONG KONG,1,2.16,800,498.48,5,6 WHEELER TRUCK - FORWARD,150
2023-10-07,Forwarder Quebec,PARANAQUE,Consignee Romeo,KOREA,1,0.92,6000,616.8,5,6 WHEELER TRUCK - FORWARD,14
2023-10-07,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,4,32.13,211500,12052.8,5,6 WHEELER TRUCK - FORWARD,14
2023-10-07,Forwarder Golf,PARANAQUE,Consignee Beta,HONG KONG,3,25.38,127500,11844.75,5,6 WHEELER TRUCK - FORWARD,14
2023-10-07,Forwarder Echo,PARANAQUE,Consignee Zulu,CHINA,1,0.93,6000,301.2,5,6 WHEELER TRUCK - FORWARD,14
2023-10-07,Forwarder Golf,PARANAQUE,Consignee Uniform,JAPAN,108,607.21,2628700,368013.15,5,6 WHEELER TRUCK - FORWARD,14
2023-10-07,Forwarder Lima,PARANAQUE,Consignee Echo,TAIWAN,33,198.64,749400,266691.84,5,6 WHEELER TRUCK - FORWARD,14
2023-10-09,Forwarder Golf,PARANAQUE,Consignee Gamma,HONG KONG,1,6.62,10000,1801,1,6 WHEELER TRUCK - FORWARD,14
2023-10-09,Forwarder Golf,PARANAQUE,Consignee Beta,TAIWAN,1,2.42,15000,1549.5,1,6 WHEELER TRUCK - FORWARD,14
2023-10-09,Forwarder Victor,PARANAQUE,Consignee Foxtrot,GERMANY,20,30.81,139500,25249.95,1,6 WHEELER TRUCK - FORWARD,150
2023-10-09,Forwarder Golf,PARANAQUE,Consignee Gamma,HONG KONG,1,3.21,15000,1194,1,6 WHEELER TRUCK - FORWARD,14
2023-10-09,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,3,10.33,52500,6015.75,1,6 WHEELER TRUCK - FORWARD,14
2023-10-09,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,8,22.7,102000,35422.8,1,6 WHEELER TRUCK - FORWARD,150
2023-10-10,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,57,350.73,1903500,142009.8,6,6 WHEELER TRUCK - FORWARD,150
2023-10-10,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,18,181.75,658500,66046.59,6,6 WHEELER TRUCK - FORWARD,14
2023-10-10,Forwarder Zulu,PARANAQUE,Consignee Whiskey,KOREA,1,2.11,10500,800.1,6,6 WHEELER TRUCK - FORWARD,14
2023-10-10,Forwarder Quebec,PARANAQUE,Consignee Tango,KOREA,1,12.38,63000,5474.7,6,6 WHEELER TRUCK - FORWARD,14
2023-10-10,Forwarder Uniform,LAS PINAS,Consignee November,KOREA,7,73.24,280200,40346.52,6,6 WHEELER TRUCK - FORWARD,150
2023-10-10,Forwarder Lima,PARANAQUE,Consignee Echo,TAIWAN,37,386.88,462200,113960.46,6,6 WHEELER TRUCK - FORWARD,150
2023-10-10,Forwarder Quebec,PARANAQUE,Consignee Romeo,CHINA,3,4.02,19500,1337.7,6,6 WHEELER TRUCK - FORWARD,14
2023-10-10,Forwarder India,MANILA,Consignee Lima,HONG KONG,3,24,108000,47504,6,6 WHEELER TRUCK - FORWARD,150
2023-10-10,Forwarder Golf,PARANAQUE,Consignee Gamma,HONG KONG,38,100.41,490500,142993.95,6,6 WHEELER TRUCK - FORWARD,14
2023-10-10,Forwarder Golf,PARANAQUE,Consignee Beta,HONG KONG,5,22.24,120000,11616,6,6 WHEELER TRUCK - FORWARD,14
2023-10-10,Forwarder Golf,PARANAQUE,Consignee Beta,HONG KONG,2,23.94,9600,4491.84,6,6 WHEELER TRUCK - FORWARD,14
2023-10-10,Forwarder Bravo,PARANAQUE,Consignee Yankee,HONG KONG,1,0.55,1500,354.6,6,6 WHEELER TRUCK - FORWARD,14
2023-10-10,Forwarder Quebec,PARANAQUE,Consignee Romeo,KOREA,4,43.88,219000,21878.1,6,6 WHEELER TRUCK - FORWARD,14
2023-10-10,Forwarder Foxtrot,PARANAQUE,Consignee Beta,SINGAPORE,26,132.4,663000,204368.4,6,6 WHEELER TRUCK - FORWARD,14
2023-10-10,Forwarder Echo,PARANAQUE,Consignee Zulu,CHINA,1,0.54,3000,150.6,6,6 WHEELER TRUCK - FORWARD,14
2023-10-10,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,14,121.06,603000,84260.4,6,6 WHEELER TRUCK - FORWARD,14
2023-10-11,Forwarder Epsilon,LAS PINAS,Consignee Charlie,MALAYSIA,13,138.63,78200,41523.23,2,6 WHEELER TRUCK - FORWARD,150
2023-10-11,Forwarder Golf,PARANAQUE,Consignee Gamma,HONG KONG,5,22.24,120000,11616,2,6 WHEELER TRUCK - FORWARD,14
2023-10-11,Forwarder Victor,PARANAQUE,Consignee Foxtrot,GERMANY,9,59.49,79900,11764.19,2,6 WHEELER TRUCK - FORWARD,150
2023-10-11,Forwarder Zulu,PARANAQUE,Consignee Whiskey,KOREA,4,17.37,84000,16176.3,2,6 WHEELER TRUCK - FORWARD,14
2023-10-11,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,3,27.88,142500,11651.25,2,6 WHEELER TRUCK - FORWARD,150
2023-10-11,Forwarder Golf,PARANAQUE,Consignee Beta,HONG KONG,38,100.41,490500,142993.95,2,6 WHEELER TRUCK - FORWARD,14
2023-10-11,Forwarder Golf,PARANAQUE,Consignee Beta,HONG KONG,2,23.94,9600,4491.84,2,6 WHEELER TRUCK - FORWARD,14
2023-10-12,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,6,52.07,262500,29806.05,1,6 WHEELER TRUCK - FORWARD,150
2023-10-12,Forwarder Whiskey,PARANAQUE,Consignee Alpha,HONG KONG,19,101.64,519000,66771.45,1,6 WHEELER TRUCK - FORWARD,14
2023-10-12,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,3,26.17,135000,10192.5,1,6 WHEELER TRUCK - FORWARD,14
2023-10-12,Forwarder Zulu,PARANAQUE,Consignee Whiskey,KOREA,1,2.13,10500,800.1,1,6 WHEELER TRUCK - FORWARD,14
2023-10-12,Forwarder Charlie,PARANAQUE,Consignee Mike,HONG KONG,24,262.18,146000,59743.8,1,6 WHEELER TRUCK - FORWARD,150
2023-10-12,Forwarder Golf,PARANAQUE,Consignee Beta,HONG KONG,2,12.17,61500,7256.85,1,6 WHEELER TRUCK - FORWARD,14
2023-10-13,Forwarder Golf,PARANAQUE,Consignee Beta,HONG KONG,2,17.68,90000,8361,2,6 WHEELER TRUCK - FORWARD,14
2023-10-13,Forwarder Golf,PARANAQUE,Consignee Beta,HONG KONG,4,5.46,24000,7946.4,2,6 WHEELER TRUCK - FORWARD,14
2023-10-13,Forwarder Golf,PARANAQUE,Consignee Gamma,HONG KONG,2,2.54,12000,2374.8,2,6 WHEELER TRUCK - FORWARD,14
2023-10-13,Forwarder Foxtrot,PARANAQUE,Consignee Beta,SINGAPORE,17,109.27,495000,173415,2,6 WHEELER TRUCK - FORWARD,14
2023-10-13,Forwarder Beta,PARANAQUE,Consignee Beta,TAIWAN,3,24.75,111000,48396,2,6 WHEELER TRUCK - FORWARD,150
2023-10-13,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,1,3.78,18000,1184.4,2,6 WHEELER TRUCK - FORWARD,14
2023-10-13,Forwarder Bravo,PARANAQUE,Consignee Yankee,HONG KONG,2,18.44,90000,15133.5,2,6 WHEELER TRUCK - FORWARD,14
2023-10-13,Forwarder Charlie,PARANAQUE,Consignee Mike,HONG KONG,2,6.75,3500,1915.95,2,6 WHEELER TRUCK - FORWARD,14
2023-10-13,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,5,48.68,243000,28437.9,2,6 WHEELER TRUCK - FORWARD,150
2023-10-14,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,61,229.6,750700,76827.75,3,6 WHEELER TRUCK - FORWARD,150
2023-10-14,Forwarder Golf,PARANAQUE,Consignee Beta,HONG KONG,4,14.29,60000,26160,3,6 WHEELER TRUCK - FORWARD,14
2023-10-14,Forwarder Golf,PARANAQUE,Consignee Beta,HONG KONG,1,0.7,3000,267.9,3,6 WHEELER TRUCK - FORWARD,14
2023-10-14,Forwarder Golf,PARANAQUE,Consignee Gamma,HONG KONG,3,10.56,49500,12302.55,3,6 WHEELER TRUCK - FORWARD,14
2023-10-14,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,30,257.39,1383000,109040.7,3,6 WHEELER TRUCK - FORWARD,14
2023-10-14,Forwarder Zulu,PARANAQUE,Consignee Whiskey,KOREA,2,2.3,10500,1695.9,3,6 WHEELER TRUCK - FORWARD,14
2023-10-14,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,3,34.04,175500,11389.95,3,6 WHEELER TRUCK - FORWARD,14
2023-10-14,Forwarder Charlie,PARANAQUE,Consignee Mike,HONG KONG,2,12.62,60000,8592,3,6 WHEELER TRUCK - FORWARD,150
2023-10-14,Forwarder Golf,PARANAQUE,Consignee Beta,HONG KONG,54,239.13,1146000,197113.35,3,6 WHEELER TRUCK - FORWARD,14
2023-10-16,Forwarder Victor,PARANAQUE,Consignee Bravo,NETHERLAND,101,1150.1,744200,189163.58,4,6 WHEELER TRUCK - FORWARD,14
2023-10-16,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,2,13.22,91500,7173.6,4,6 WHEELER TRUCK - FORWARD,150
2023-10-16,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,2,16.3,112500,8156.25,4,6 WHEELER TRUCK - FORWARD,150
2023-10-17,Forwarder Uniform,LAS PINAS,Consignee November,KOREA,27,364.51,1800000,252138,7,6 WHEELER TRUCK - FORWARD,150
2023-10-17,Forwarder Golf,PARANAQUE,Consignee Beta,HONG KONG,15,40.22,78600,27337.74,7,6 WHEELER TRUCK - FORWARD,150
2023-10-17,Forwarder Golf,PARANAQUE,Consignee Beta,HONG KONG,107,943.43,897500,338954.5,7,6 WHEELER TRUCK - FORWARD,150
2023-10-17,Forwarder Golf,PARANAQUE,Consignee Beta,HONG KONG,2,6.29,27000,5014.2,7,6 WHEELER TRUCK - FORWARD,150
2023-10-17,Forwarder Whiskey,PARANAQUE,Consignee Alpha,HONG KONG,12,62.81,292500,59621.4,7,6 WHEELER TRUCK - FORWARD,14
2023-10-17,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,5,39.51,271500,21860.4,7,6 WHEELER TRUCK - FORWARD,14
2023-10-17,Forwarder Charlie,PARANAQUE,Consignee Mike,HONG KONG,5,62.9,312000,85540.2,7,6 WHEELER TRUCK - FORWARD,14
2023-10-17,Forwarder Quebec,PARANAQUE,Consignee Romeo,KOREA,2,15.91,81000,5564.7,7,6 WHEELER TRUCK - FORWARD,14
2023-10-17,Forwarder Golf,PARANAQUE,Consignee Gamma,HONG KONG,37,202.64,1012100,142794.13,7,6 WHEELER TRUCK - FORWARD,150
2023-10-17,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,13,27.59,154500,10373.85,7,6 WHEELER TRUCK - FORWARD,14
2023-10-18,Forwarder Lima,PARANAQUE,Consignee Echo,TAIWAN,43,358.15,286000,141679.3,4,6 WHEELER TRUCK - FORWARD,14
2023-10-18,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,1,3.14,15000,1132.5,4,6 WHEELER TRUCK - FORWARD,14
2023-10-18,Forwarder Golf,PARANAQUE,Consignee Gamma,HONG KONG,17,140.73,664500,157768.2,4,6 WHEELER TRUCK - FORWARD,14
2023-10-18,Forwarder Beta,PARANAQUE,Consignee Beta,TAIWAN,1,0.69,3000,237.3,4,6 WHEELER TRUCK - FORWARD,150
2023-10-18,Forwarder Golf,PARANAQUE,Consignee Beta,HONG KONG,1,3.35,15000,2716.5,4,6 WHEELER TRUCK - FORWARD,14
2023-10-18,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,38,105.76,520500,47335.65,4,6 WHEELER TRUCK - FORWARD,150
2023-10-18,Forwarder Charlie,PARANAQUE,Consignee Mike,HONG KONG,1,3.26,1000,639.6,4,6 WHEELER TRUCK - FORWARD,14
2023-10-18,Forwarder Uniform,LAS PINAS,Consignee November,KOREA,12,142.28,59800,12740.58,4,6 WHEELER TRUCK - FORWARD,150
2023-10-18,Forwarder Whiskey,PARANAQUE,Consignee Kappa,HONG KONG,5,48.91,232500,53451.75,4,6 WHEELER TRUCK - FORWARD,14
2023-10-18,Forwarder India,MANILA,Consignee Lima,HONG KONG,1,9.92,45000,22338,4,6 WHEELER TRUCK - FORWARD,150
2023-10-18,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,9,31.53,153000,16285.65,4,6 WHEELER TRUCK - FORWARD,150
2023-10-19,Forwarder Golf,PARANAQUE,Consignee Gamma,HONG KONG,13,51.05,243000,51640.2,3,6 WHEELER TRUCK - FORWARD,150
2023-10-19,Forwarder Charlie,PARANAQUE,Consignee Mike,HONG KONG,32,99.46,15300,36419.46,3,6 WHEELER TRUCK - FORWARD,14
2023-10-19,Forwarder Whiskey,PARANAQUE,Consignee Alpha,HONG KONG,7,32.76,136000,19964.65,3,6 WHEELER TRUCK - FORWARD,14
2023-10-19,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,4,19.38,132000,9813.9,3,6 WHEELER TRUCK - FORWARD,14
2023-10-19,Forwarder Victor,PARANAQUE,Consignee Foxtrot,GERMANY,29,62.99,366000,44053.65,3,6 WHEELER TRUCK - FORWARD,14
2023-10-19,Forwarder Quebec,PARANAQUE,Consignee Romeo,KOREA,1,12.3,63000,4328.1,3,6 WHEELER TRUCK - FORWARD,14
2023-10-19,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,9,33.62,168000,24090.9,3,6 WHEELER TRUCK - FORWARD,150
2023-10-19,Forwarder Golf,PARANAQUE,Consignee Beta,HONG KONG,28,208.11,990000,172236,3,6 WHEELER TRUCK - FORWARD,150
2023-10-19,Forwarder Golf,PARANAQUE,Consignee Beta,HONG KONG,1,2.78,12000,2836.8,3,6 WHEELER TRUCK - FORWARD,150
2023-10-20,Forwarder Golf,PARANAQUE,Consignee Juliett,HONG KONG,32,78.64,346600,80062.99,1,6 WHEELER TRUCK - FORWARD,150
2023-10-20,Forwarder Charlie,PARANAQUE,Consignee Mike,HONG KONG,2,18.58,6000,3837.6,1,6 WHEELER TRUCK - FORWARD,14
2023-10-21,Forwarder Golf,PARANAQUE,Consignee Juliett,HONG KONG,3,10.32,48000,7251.3,2,6 WHEELER TRUCK - FORWARD,14
2023-10-21,Forwarder Golf,PARANAQUE,Consignee Gamma,HONG KONG,14,62.05,303000,46497.3,2,6 WHEELER TRUCK - FORWARD,14
2023-10-21,Forwarder Golf,PARANAQUE,Consignee Beta,HONG KONG,2,7.02,30000,9933,2,6 WHEELER TRUCK - FORWARD,14
2023-10-21,Forwarder Charlie,PARANAQUE,Consignee Mike,HONG KONG,1,7.26,36000,4309.2,2,6 WHEELER TRUCK - FORWARD,150
2023-10-21,Forwarder Victor,PARANAQUE,Consignee Foxtrot,GERMANY,9,87.84,450000,54265.2,2,6 WHEELER TRUCK - FORWARD,14
2023-10-21,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,5,37.79,183000,16456.35,2,6 WHEELER TRUCK - FORWARD,14
2023-10-21,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,1,0.55,3000,380.1,2,6 WHEELER TRUCK - FORWARD,14
2023-10-21,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,5,19.5,90000,13094.85,2,6 WHEELER TRUCK - FORWARD,150
2023-10-23,Forwarder Quebec,PARANAQUE,Consignee Romeo,KOREA,1,12.3,63000,4328.1,2,6 WHEELER TRUCK - FORWARD,14
2023-10-23,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,4,29.41,150000,11189.4,2,6 WHEELER TRUCK - FORWARD,14
2023-10-23,Forwarder Golf,PARANAQUE,Consignee Gamma,HONG KONG,35,67.32,321000,73824.9,2,6 WHEELER TRUCK - FORWARD,150
2023-10-23,Forwarder Golf,PARANAQUE,Consignee Beta,HONG KONG,6,3.02,10500,2413.95,2,6 WHEELER TRUCK - FORWARD,150
2023-10-23,Forwarder Echo,PARANAQUE,Consignee Zulu,CHINA,2,8.56,58500,2936.7,2,6 WHEELER TRUCK - FORWARD,14
2023-10-23,Forwarder Uniform,LAS PINAS,Consignee November,KOREA,3,38.3,15200,3360.72,2,6 WHEELER TRUCK - FORWARD,150
2023-10-23,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,1,1.39,9000,1140.3,2,6 WHEELER TRUCK - FORWARD,14
2023-10-23,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,3,6.52,30000,5879.7,2,6 WHEELER TRUCK - FORWARD,150
2023-10-23,Forwarder Golf,PARANAQUE,Consignee Beta,HONG KONG,2,10.87,51000,11036.4,2,6 WHEELER TRUCK - FORWARD,150
2023-10-24,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,2,3.14,15000,1596,2,6 WHEELER TRUCK - FORWARD,14
2023-10-24,Forwarder Golf,PARANAQUE,Consignee Gamma,HONG KONG,6,8.45,39000,7308.9,2,6 WHEELER TRUCK - FORWARD,150
2023-10-24,Forwarder Golf,PARANAQUE,Consignee Beta,HONG KONG,2,3.2,13500,2386.95,2,6 WHEELER TRUCK - FORWARD,150
2023-10-24,Forwarder Golf,PARANAQUE,Consignee Beta,HONG KONG,5,25.48,121500,19072.35,2,6 WHEELER TRUCK - FORWARD,150
2023-10-24,Forwarder November,PARANAQUE,Consignee Sierra,KOREA,6,5.67,25500,2616.3,2,6 WHEELER TRUCK - FORWARD,14
2023-10-24,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,3,2.2,9000,1729.8,2,6 WHEELER TRUCK - FORWARD,150
2023-10-24,Forwarder Victor,PARANAQUE,Consignee Foxtrot,GERMANY,6,61.36,41900,14329.62,2,6 WHEELER TRUCK - FORWARD,14
2023-10-24,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,2,3.77,16500,4616.7,2,6 WHEELER TRUCK - FORWARD,14
2023-10-24,Forwarder Bravo,PARANAQUE,Consignee Yankee,HONG KONG,1,10.61,51000,6609.6,2,6 WHEELER TRUCK - FORWARD,14
2023-10-24,Forwarder Quebec,PARANAQUE,Consignee Romeo,KOREA,1,0.7,3000,206.1,2,6 WHEELER TRUCK - FORWARD,14
2023-10-24,Forwarder Charlie,PARANAQUE,Consignee Mike,HONG KONG,6,50.73,92000,28995,2,6 WHEELER TRUCK - FORWARD,14
2023-10-24,Forwarder Bravo,PARANAQUE,Consignee Yankee,HONG KONG,1,10.72,51000,6609.6,2,6 WHEELER TRUCK - FORWARD,14
2023-10-24,Forwarder November,PARANAQUE,Consignee Sierra,KOREA,2,2.23,10500,1077.3,2,6 WHEELER TRUCK - FORWARD,14
2023-10-25,Forwarder Bravo,PARANAQUE,Consignee Yankee,HONG KONG,1,4.54,21000,5873.7,2,6 WHEELER TRUCK - FORWARD,14
2023-10-25,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,2,3.79,16500,4533.6,2,6 WHEELER TRUCK - FORWARD,14
2023-10-25,Forwarder Golf,PARANAQUE,Consignee Beta,HONG KONG,1,6.21,30000,4887,2,6 WHEELER TRUCK - FORWARD,150
2023-10-25,Forwarder Golf,PARANAQUE,Consignee Gamma,HONG KONG,3,8.4,39000,10194.6,2,6 WHEELER TRUCK - FORWARD,150
2023-10-25,Forwarder Golf,PARANAQUE,Consignee Gamma,HONG KONG,1,1.31,6000,1369.2,2,6 WHEELER TRUCK - FORWARD,150
2023-10-25,Forwarder November,PARANAQUE,Consignee Sierra,KOREA,5,4.11,18000,1846.8,2,6 WHEELER TRUCK - FORWARD,14
2023-10-25,Forwarder Alpha,PARANAQUE,Consignee India,KOREA,6,65.74,330000,33396,2,6 WHEELER TRUCK - FORWARD,14
